,tweets,sentiment,subjectivity,type
1808, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1807, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1809, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1802, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
856," With all this talk about so many candidates splitting the delegates, and hand wringing about what'll happen when it comes to…",0.5,0.5,Positive
1797, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,0.5,0.5,Positive
1803,give this MAGA LOVE,0.5,0.6,Positive
1795," The best #tweets money can buy:Those pro- tweets are likely bought and paid for:""Multimillion-dollar-a-…",0.5,0.65,Positive
1569," Sometimes, tech is a force for good. #TruthBot is a worthy project started by my friend . Let’s make it happe…",0.5166666666666666,0.8,Positive
1714," Sometimes, tech is a force for good. #TruthBot is a worthy project started by my friend . Let’s make it happe…",0.5166666666666666,0.8,Positive
1451," Sometimes, tech is a force for good. #TruthBot is a worthy project started by my friend . Let’s make it happe…",0.5166666666666666,0.8,Positive
317, #election2020 #decision2020 #vote2020 Very important statement by Arvin Vohra - please read #tellthetruth #proudlyLP…,0.52,1.0,Positive
312,#election2020 #decision2020 #vote2020 Very important statement by Arvin Vohra - please read #tellthetruth… ,0.52,1.0,Positive
316,#election2020 #decision2020 #vote2020 Very important statement by Arvin Vohra - please read #tellthetruth… ,0.52,1.0,Positive
957," True! #BernieKnew but he could not violate security clearance rules to know and tell! Bernie said, ""… ",0.546875,0.65,Positive
930,True! #BernieKnew but he could not violate security clearance rules to know and tell! #BernieIsTheAntiPutin Bernie… ,0.546875,0.65,Positive
679,"One more time: NO ONE SHOULD GIVE TWO SHITS ABOUT ANYONE ELSE ENDORSING A CANDIDATEDo your own research, form y… ",0.55,0.75,Positive
1094,🇺🇸 Democracy is not a spectator sport. Please watch this brilliant interview withto learn exactly ho… ,0.575,0.625,Positive
832,This man looks good no matter what. But the most important thing is that he is a good and… ,0.575,0.675,Positive
83,On the debate stage everyone claims their is the best healthcare plan. The moderates don’t even have a concrete pla… ,0.575,0.30000000000000004,Positive
229,"Nice Krowd, May-O-Naise. #pettysburgaddress #Election2020",0.6,1.0,Positive
1237,Russia wants any Democrat over Trump. Trump hasn't given Russia no slack. So Bernie would be the best people for Ru… ,0.6,0.2,Positive
1028," Bernie Sanders is not and has never been a Democrat. I put him in the category of ""kind of a nut.""… ",0.6,0.9,Positive
1812, some help with a poll flip would be nice.,0.6,1.0,Positive
1153, Always liked Dick Van Dyke. #Election2020 #DemocraticDebate,0.6,0.8,Positive
2033,Russia and trump are helping you win the primary bec this kind of rhetoric divides us. It isn’t the structure that’… ,0.6000000000000001,0.6,Positive
587,We are proud to endorse Jeanne Ives in the #Illinois Republican primary for the 6th Congressional District.… ,0.6000000000000001,0.75,Positive
24, is better than #Volvo. Buy #Lexus instead! #Auto #news is out … ,0.625,0.5,Positive
379,Why are all the swings states known for being occupied by some of the most racist people? #ElectoralCollege has got to go! #Election2020,0.625,0.5,Positive
400, Why are all the swings states known for being occupied by some of the most racist people? #ElectoralCollege has got to go! #…,0.625,0.5,Positive
2090,Make sure to register to vote! #asu,0.625,0.8888888888888888,Positive
1895, ☀️Reminder: Make sure you’re registered to Vote! ☺️#ReclaimYourVote #election2020 #BlackHistoryMonth #TheAdultLife …,0.625,0.8888888888888888,Positive
1561,Registration is beginning for the Nevada Caucuses. Who has the most to win or lose today? | … ,0.65,0.45,Positive
1570, Registration is beginning for the Nevada Caucuses. Who has the most to win or lose today? | #Election2…,0.65,0.45,Positive
238,I’ll give U a better answer that Mr Jentleson gave U; People Won’t CARE if the election is Fair! The people who VOT… ,0.6875,0.7,Positive
22,"Again, today would be a good day to check your voter registration, check it often between now and November, and… ",0.7,0.6000000000000001,Positive
1871," Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree with (FJG and…",0.7,0.6000000000000001,Positive
1014,"Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree wi… ",0.7,0.6000000000000001,Positive
1049," Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree with (FJG and…",0.7,0.6000000000000001,Positive
737,RT _: je me suis permis de compléter votre chronique Good Morning America et votre portrait de #Bloombe…,0.7,0.6000000000000001,Positive
1894," Cast my vote in Texas today. In good faith, I cannot support a frontrunner who's ideals I fundamentally disagree with (FJG and…",0.7,0.6000000000000001,Positive
1983,RT _: je me suis permis de compléter votre chronique Good Morning America et votre portrait de #Bloombe…,0.7,0.6000000000000001,Positive
562,Good for him.,0.7,0.6000000000000001,Positive
1730,je me suis permis de compléter votre chronique Good Morning America et votre portrait de… ,0.7,0.6000000000000001,Positive
1588,Amazing and you all should read his book Overthrow! All the Shah’s Men looks really good too,0.7250000000000001,0.75,Positive
93,The best science for bettering lives. Explore the latest high-quality research from The Lancet family of journals.… ,0.75,0.6,Positive
65, The best 10-minute take on #Election2020 from The's phenomenal : Sunday 1 p.m. and 8 p.m. @…,0.75,0.4,Positive
514, South Bend Residents Have a Message for America: Don't Elect Pete Buttigieg#Election2020 via …,0.8,0.9,Positive
976,South Bend Residents Have a Message for America: Don't Elect Pete Buttigieg#Election2020 via ,0.8,0.9,Positive
239,RT : Iranians across the country cast their votes to elect the new290-member parliament and choose replacements for seven d…,0.8,0.9,Positive
853,RT : Iranians across the country cast their votes to elect the new290-member parliament and choose replacements for seven d…,0.8,0.9,Positive
60, says he can win Republicans in a contest with Trump. The polls don't. via#Dem2020 #USPoli… ,0.8,0.4,Positive
1102,RT : Iranians across the country cast their votes to elect the new290-member parliament and choose replacements for seven d…,0.8,0.9,Positive
2218,Let's go people.We can't let satan win anything,0.8,0.4,Positive
1421,"Hey friends, this is important.The powers that be are getting nervous that we are going to elect Chip Welch and h… ",0.8,0.9,Positive
2159," has great ideas but I’m not feeling the energy needed to win #potus46step it up, you are competing… ",0.8,0.575,Positive
1627," A socialist vs a fascist. Welcome to America, 2020. #Election2020",0.8,0.9,Positive
688,This cat LOL,0.8,0.7,Positive
491, South Bend Residents Have a Message for America: Don't Elect Pete Buttigieg#Election2020 via …,0.8,0.9,Positive
50," Attention #YangGang! is running on the #MathMovement platform.Let's help him win. Donate if you can donate, or s…",0.8,0.4,Positive
659,"#Russia likes #Bernie &amp; #Trump likes Bernie, 'cuz with a Bernie nomination, Trump #Republicans &amp; Russia win another… ",0.8,0.4,Positive
1701,#Election2020 if I knew who would win the upcoming election I could maybe have my kids quit there snow &amp; lawn servi… ,0.8,0.4,Positive
619, South Bend Residents Have a Message for America: Don't Elect Pete Buttigieg#Election2020 via …,0.8,0.9,Positive
403,South Bend Residents Have a Message for America: Don't Elect Pete Buttigieg#Election2020 via ,0.8,0.9,Positive
1351,So #murdochmedia doing what it can to win #Election2020,0.8,0.4,Positive
86,South Bend Residents Have a Message for America: Don't Elect Pete Buttigieg#Election2020 via ,0.8,0.9,Positive
1386, So #murdochmedia doing what it can to win #Election2020 ,0.8,0.4,Positive
